annual_income,monthly_income,loan_amount,existing_debts,debt_to_income_ratio,number_of_credit_cards,credit_utilization_ratio,payment_history,number_of_late_payments,loan_repayment_history,employment_length,age,savings_balance,previous_defaults,credit_history_length,creditworthiness
50300.0,4125.28,55000.0,1300.0,0.0258,2,0.339,Poor,3,Mostly Paid,12.2,45,11100.0,No,6.8,Bad
30200.0,2427.05,12000.0,3400.0,0.1126,5,0.313,Good,2,Defaulted,10.1,46,11300.0,No,21.4,Good
53900.0,4535.67,11500.0,17300.0,0.321,6,0.697,Good,2,Defaulted,0.3,26,7100.0,No,1.0,Good
27800.0,2352.84,74500.0,3800.0,0.1367,3,0.407,Fair,3,Defaulted,0.2,20,6800.0,No,0.6,Bad
75900.0,6206.79,29100.0,18100.0,0.2385,3,,Good,3,Mostly Paid,15.5,42,16500.0,Yes,15.8,Bad
22700.0,1970.51,14900.0,9300.0,0.4097,4,0.573,Fair,4,Defaulted,10.1,51,700.0,Yes,26.7,Bad
68700.0,5689.27,45800.0,10800.0,0.1572,3,0.316,Good,1,Delayed,12.8,29,,No,7.0,Good
161400.0,13331.47,82900.0,120000.0,0.7435,5,0.87,Poor,3,Defaulted,10.9,59,72800.0,Yes,31.3,Bad
138300.0,11425.9,40000.0,14700.0,0.1063,5,0.462,Good,1,Delayed,5.7,26,77800.0,No,6.3,Good
159300.0,13464.87,19900.0,120000.0,0.7533,1,0.842,Fair,3,Defaulted,8.5,32,48800.0,Yes,6.5,Bad
185900.0,15398.58,28100.0,12700.0,0.0683,3,0.229,Poor,3,Defaulted,15.9,57,95000.0,No,13.3,Good
27200.0,2318.89,53800.0,1000.0,0.0368,4,0.157,Excellent,0,All Paid,3.7,42,2500.0,No,13.6,Good
29000.0,2160.19,7400.0,12100.0,0.4172,4,0.691,Good,3,Mostly Paid,2.0,22,2200.0,No,2.4,Good
72900.0,6298.06,13600.0,26500.0,0.3635,3,0.665,Fair,3,Defaulted,11.4,28,7600.0,Yes,1.3,Bad
165900.0,13708.4,26700.0,83000.0,0.5003,3,0.654,Poor,4,Mostly Paid,25.9,51,2400.0,No,26.2,Good
258100.0,21588.39,37400.0,32600.0,0.1263,4,0.195,Good,0,All Paid,24.3,41,86200.0,No,12.0,Good
23100.0,1874.69,19500.0,18500.0,0.8009,3,0.743,Excellent,3,Mostly Paid,11.0,32,19700.0,No,10.7,Bad
48600.0,4127.77,17400.0,1900.0,0.0391,0,0.576,Fair,2,Mostly Paid,10.7,55,17400.0,No,23.3,Good
35600.0,3055.35,6500.0,300.0,0.0084,2,0.184,Excellent,0,All Paid,4.8,25,6300.0,No,2.7,Good
111700.0,9279.4,6200.0,12000.0,0.1074,3,0.22,Good,2,Delayed,0.2,22,,No,3.7,Good
86400.0,6826.81,16400.0,41400.0,0.4792,5,0.758,Fair,3,Defaulted,17.5,65,4300.0,Yes,31.4,Bad
28300.0,2576.54,31500.0,9500.0,0.3357,5,0.814,Excellent,4,Delayed,18.2,43,3100.0,Yes,10.4,Bad
62900.0,5213.69,33400.0,10800.0,0.1717,6,0.213,Excellent,2,Defaulted,5.7,35,14300.0,No,12.4,Good
95200.0,8006.93,28800.0,8500.0,0.0893,3,0.495,Good,1,Delayed,5.3,23,11800.0,No,1.7,Good
118100.0,9980.01,23500.0,2200.0,0.0186,1,0.346,Poor,1,Delayed,17.3,54,64700.0,No,21.1,Good
21300.0,1683.57,15200.0,2600.0,0.1221,3,0.251,Excellent,2,Mostly Paid,25.8,65,8700.0,No,8.6,Good
163800.0,13753.43,22900.0,30300.0,0.185,5,0.271,Good,1,Delayed,,30,4000.0,No,9.2,Good
74700.0,6075.48,10200.0,26000.0,0.3481,3,0.596,Poor,2,Mostly Paid,3.7,45,2600.0,No,17.1,Bad
128600.0,10794.18,9300.0,40100.0,0.3118,2,0.4,Good,2,Mostly Paid,3.4,22,29500.0,No,1.0,Good
127200.0,10603.94,17500.0,112300.0,0.8829,2,0.579,,3,Delayed,2.3,30,7200.0,No,1.5,Bad
33700.0,2723.83,150000.0,1100.0,0.0326,5,0.206,Excellent,0,All Paid,1.6,34,11100.0,No,6.3,Good
27600.0,2309.4,18800.0,3400.0,0.1232,8,0.204,Good,2,Mostly Paid,16.2,67,5400.0,No,28.6,Good
103000.0,8372.29,101500.0,20300.0,0.1971,4,0.363,Fair,1,Delayed,15.4,57,5900.0,No,11.9,Good
31100.0,2653.47,22400.0,10400.0,0.3344,2,0.648,Excellent,3,Delayed,1.2,62,4600.0,Yes,35.2,Good
143300.0,12024.23,25200.0,29400.0,0.2052,3,0.391,Poor,1,Mostly Paid,7.7,49,15400.0,No,24.1,Good
104200.0,8752.46,60800.0,76200.0,0.7313,1,,Good,4,All Paid,12.9,46,43500.0,No,15.0,Bad
139900.0,11958.77,8400.0,39400.0,0.2816,7,0.393,Good,1,Mostly Paid,42.0,68,1400.0,No,16.4,Good
43100.0,3572.67,12000.0,500.0,0.0116,0,0.323,Good,1,Mostly Paid,7.5,75,,No,42.2,Good
44700.0,3719.78,132500.0,1600.0,0.0358,2,0.241,Excellent,0,All Paid,1.3,20,9900.0,No,2.0,Good
92300.0,7457.61,29700.0,38800.0,0.4204,5,0.494,Good,1,All Paid,31.4,73,25200.0,No,9.0,Good
22100.0,2156.16,6600.0,8300.0,0.3756,2,0.527,Fair,2,All Paid,35.8,57,500.0,No,17.3,Good
104300.0,8392.04,6700.0,5200.0,0.0499,2,0.222,Good,1,Mostly Paid,29.2,51,21100.0,No,26.8,Good
137400.0,11495.71,88200.0,2500.0,0.0182,6,0.285,Good,1,Delayed,1.0,57,24900.0,No,16.7,Good
54900.0,4452.04,77300.0,14200.0,0.2587,5,0.59,Fair,2,Mostly Paid,10.3,44,9000.0,No,20.3,Bad
114100.0,9520.8,26500.0,34600.0,0.3032,1,0.543,Good,3,Mostly Paid,7.0,30,35700.0,No,10.2,Good
32500.0,2446.72,11200.0,1400.0,0.0431,1,0.45,Good,2,Mostly Paid,16.8,62,5800.0,No,16.7,Good
45300.0,3953.33,67100.0,8700.0,0.1921,1,0.575,Fair,4,Delayed,19.8,50,18100.0,Yes,25.6,Bad
258000.0,21308.96,18700.0,28300.0,0.1097,4,0.599,Good,2,Delayed,1.3,23,14200.0,No,1.2,Good
299000.0,25149.92,24000.0,120000.0,0.4013,4,0.494,Excellent,2,Delayed,21.0,41,98600.0,No,5.1,Good
66700.0,5372.81,45200.0,5000.0,0.075,5,0.19,Poor,0,All Paid,11.4,36,3100.0,No,5.6,Good
196900.0,16603.38,20300.0,78100.0,0.3966,1,1.0,Fair,5,Delayed,8.3,33,66600.0,No,6.8,Good
68100.0,5508.81,39700.0,14900.0,0.2188,5,0.69,Poor,3,Defaulted,36.0,57,38900.0,Yes,9.1,Bad
42400.0,3410.41,80800.0,100.0,0.0024,4,,Fair,2,Mostly Paid,9.5,45,4000.0,No,9.5,Good
40200.0,3349.63,60900.0,8800.0,0.2189,2,0.371,Excellent,2,All Paid,27.4,50,6600.0,No,5.7,Good
192400.0,15863.75,21800.0,6000.0,0.0312,6,0.216,Good,2,Mostly Paid,27.6,65,41800.0,No,19.2,Good
32300.0,2516.19,16900.0,10400.0,0.322,2,0.637,Excellent,2,Mostly Paid,41.6,58,1000.0,No,27.8,Good
76300.0,6191.07,16800.0,19100.0,0.2503,3,0.388,Fair,2,Defaulted,10.1,30,10900.0,Yes,6.7,Bad
72700.0,6122.1,20000.0,200.0,0.0028,4,0.354,Good,2,Delayed,21.0,60,7000.0,No,28.7,Good
107500.0,8958.24,28800.0,7400.0,0.0688,3,0.196,Excellent,0,All Paid,23.2,62,44800.0,No,8.8,Good
65000.0,5427.19,23900.0,29200.0,0.4492,2,0.591,Poor,2,Mostly Paid,9.4,42,27700.0,No,9.5,Good
40700.0,3326.74,10000.0,3900.0,0.0958,4,0.29,Fair,1,Mostly Paid,39.5,70,10300.0,No,6.8,Good
32100.0,2784.74,11200.0,6700.0,0.2087,1,0.294,Fair,2,Defaulted,1.8,59,7300.0,Yes,15.1,Bad
83000.0,7126.68,19700.0,9300.0,0.112,1,0.415,Fair,3,Defaulted,7.1,53,22500.0,Yes,19.1,Good
102500.0,8656.79,33900.0,78300.0,0.7639,0,0.924,Fair,4,Delayed,15.4,44,9800.0,No,13.5,Bad
74800.0,6191.54,36400.0,17300.0,0.2313,1,0.777,Fair,3,Defaulted,,55,8300.0,Yes,5.4,Bad
107100.0,8680.84,28300.0,38300.0,0.3576,2,0.669,Good,2,Defaulted,5.2,24,17800.0,No,1.0,Good
29900.0,2096.25,52000.0,800.0,0.0268,3,0.261,Fair,3,All Paid,4.6,22,17100.0,No,1.6,Good
159200.0,13253.69,51800.0,2000.0,0.0126,6,0.614,Poor,3,All Paid,26.9,60,41500.0,Yes,27.5,Good
76800.0,6001.36,24500.0,6900.0,0.0898,3,0.54,Excellent,2,Mostly Paid,29.0,62,12800.0,No,5.1,Good
28800.0,2360.14,9700.0,3200.0,0.1111,2,0.416,Excellent,1,Mostly Paid,2.0,75,9000.0,No,30.8,Good
60300.0,5305.52,31400.0,21100.0,0.3499,3,0.608,Good,2,Mostly Paid,43.2,74,6100.0,No,13.0,Good
141100.0,11527.64,21800.0,35600.0,0.2523,1,0.543,Fair,3,Mostly Paid,12.3,68,37500.0,No,38.8,Good
168100.0,13751.11,10200.0,23700.0,0.141,3,0.419,Good,1,Delayed,12.4,48,18300.0,No,12.4,Good
40000.0,3460.72,145300.0,12700.0,0.3175,2,0.621,Poor,2,Mostly Paid,9.2,40,3100.0,No,3.1,Bad
100700.0,7830.52,21200.0,5400.0,0.0536,1,0.328,Good,1,Mostly Paid,35.2,59,19400.0,No,25.2,Good
26800.0,2309.69,39400.0,500.0,0.0187,4,0.376,Good,2,Mostly Paid,9.0,27,6700.0,No,4.4,Good
22200.0,2143.7,28600.0,12800.0,0.5766,3,0.654,Fair,3,Defaulted,26.9,49,3200.0,Yes,22.9,Bad
73400.0,5942.17,10400.0,18300.0,0.2493,3,0.495,Good,1,Mostly Paid,33.0,60,12700.0,No,23.9,Good
97100.0,7882.82,7000.0,30500.0,0.3141,2,0.354,Poor,3,All Paid,50.3,70,23500.0,Yes,31.0,Good
123300.0,10393.0,39400.0,13600.0,0.1103,3,0.523,Fair,4,Delayed,0.4,47,36500.0,No,19.1,Good
47000.0,3682.52,14900.0,6600.0,0.1404,3,0.396,Fair,2,Defaulted,31.2,56,21700.0,No,15.4,Good
20400.0,1862.16,14800.0,500.0,0.0245,1,0.433,Good,2,Delayed,24.6,48,2300.0,No,20.3,Good
62400.0,4982.14,115100.0,36400.0,0.5833,6,0.621,Excellent,2,Mostly Paid,6.6,35,38300.0,No,2.4,Good
21000.0,2103.68,26700.0,5700.0,0.2714,7,0.493,Good,2,All Paid,2.9,53,4800.0,No,22.9,Good
26300.0,2324.13,6000.0,700.0,0.0266,2,0.291,Good,1,Mostly Paid,0.7,19,8700.0,No,1.1,Good
45700.0,3815.94,19500.0,22400.0,0.4902,4,0.726,Fair,4,Defaulted,13.5,31,11500.0,Yes,7.0,Bad
57400.0,5125.48,35700.0,10100.0,0.176,4,0.467,Excellent,1,Delayed,2.7,30,3100.0,No,4.2,Good
41300.0,3647.98,18900.0,17900.0,0.4334,3,1.0,Fair,5,Defaulted,2.3,46,1100.0,Yes,5.2,Bad
76700.0,6465.39,6000.0,300.0,0.0039,6,0.23,Excellent,0,Mostly Paid,0.6,29,20400.0,No,6.6,Good
23700.0,1602.36,25600.0,200.0,0.0084,4,0.264,Good,1,Defaulted,38.5,56,3900.0,No,16.8,Good
30200.0,2376.37,8900.0,1700.0,0.0563,1,0.19,Fair,0,Defaulted,2.1,19,7800.0,Yes,0.5,Good
97200.0,8317.08,38800.0,6900.0,0.071,1,0.316,Good,1,Mostly Paid,25.2,49,13100.0,No,4.2,Good
30000.0,2239.97,38800.0,13000.0,0.4333,1,0.766,Excellent,3,Mostly Paid,13.3,30,2700.0,No,6.2,Good
86400.0,7046.86,6300.0,31800.0,0.3681,1,0.596,Fair,5,Delayed,16.9,63,6300.0,No,8.7,Bad
23700.0,1770.58,17000.0,6800.0,0.2869,7,0.813,Fair,3,Defaulted,17.2,44,6700.0,Yes,20.3,Bad
54000.0,4580.47,23700.0,35000.0,0.6481,7,0.911,Fair,3,Mostly Paid,44.3,66,4000.0,No,10.1,Bad
32700.0,2917.72,33000.0,2800.0,0.0856,1,0.19,Excellent,0,All Paid,28.4,58,8700.0,No,5.0,Good
27500.0,2484.59,17300.0,19400.0,0.7055,1,0.808,Poor,6,All Paid,17.7,34,3200.0,No,4.8,Bad
74400.0,6029.44,16900.0,53600.0,0.7204,2,0.872,Poor,4,Defaulted,3.1,57,22400.0,Yes,8.9,Bad
191300.0,16019.4,147600.0,32700.0,0.1709,1,0.289,Good,2,All Paid,,48,6400.0,No,20.3,Good
23700.0,1795.02,6500.0,700.0,0.0295,1,0.282,Good,1,Defaulted,0.9,51,1600.0,No,10.3,Good
55600.0,4591.22,150000.0,21600.0,0.3885,2,0.597,Excellent,2,Defaulted,12.6,41,13400.0,No,6.5,Bad
99900.0,8429.03,6700.0,12300.0,0.1231,6,0.398,Good,2,Mostly Paid,19.7,62,16900.0,No,35.8,Good
60400.0,5245.61,16900.0,28700.0,0.4752,3,0.594,Fair,4,Mostly Paid,22.0,52,3300.0,No,7.2,Good
126800.0,10136.79,28800.0,6800.0,0.0536,3,0.263,Excellent,1,All Paid,9.3,65,59600.0,No,7.7,Good
32900.0,2761.39,10400.0,7700.0,0.234,3,0.618,Fair,2,All Paid,2.8,23,2600.0,No,1.9,Good
228600.0,19331.46,10100.0,48700.0,0.213,3,0.52,Fair,2,Mostly Paid,10.1,36,25500.0,No,7.3,Good
51600.0,4346.44,15400.0,1600.0,0.031,6,0.441,Poor,1,Mostly Paid,8.3,47,2800.0,No,19.0,Good
47200.0,3949.86,132100.0,6400.0,0.1356,4,0.631,Fair,2,Delayed,0.6,24,5100.0,No,5.4,Bad
155000.0,12804.07,21700.0,4100.0,0.0265,3,0.345,Fair,1,Mostly Paid,4.3,27,21500.0,No,6.3,Good
73900.0,6434.48,34200.0,13900.0,0.1881,4,0.473,Good,1,Delayed,0.9,58,5700.0,No,25.0,Good
67200.0,5496.64,47600.0,37300.0,0.5551,2,0.854,Poor,3,Mostly Paid,16.1,49,20200.0,No,25.4,Bad
104400.0,8679.97,52400.0,9900.0,0.0948,3,0.161,Excellent,0,All Paid,21.8,51,11000.0,No,21.6,Good
76400.0,6272.62,45800.0,33200.0,0.4346,2,0.541,Excellent,5,Mostly Paid,1.5,45,20500.0,No,5.5,Good
31500.0,2646.64,19400.0,1900.0,0.0603,4,0.282,Fair,3,Mostly Paid,7.8,32,2000.0,No,6.3,Good
92900.0,8026.8,9100.0,31200.0,0.3358,6,0.704,Good,2,All Paid,12.3,47,9300.0,No,13.6,Good
29300.0,2260.45,16600.0,21700.0,0.7406,2,0.772,Fair,4,Delayed,28.5,54,500.0,No,11.6,Bad
126500.0,10564.18,13300.0,14900.0,0.1178,6,0.348,Good,1,Mostly Paid,3.9,46,36500.0,No,6.2,Good
300000.0,25078.21,10100.0,120000.0,0.4,4,,Fair,6,Delayed,4.5,39,59500.0,No,13.2,Good
50800.0,4070.87,5900.0,10700.0,0.2106,1,0.626,Good,3,Delayed,2.4,21,17800.0,Yes,1.2,Bad
58200.0,4838.2,101100.0,6700.0,0.1151,4,0.258,Excellent,3,Delayed,18.5,37,7600.0,No,10.7,Good
23100.0,2295.27,93900.0,15700.0,0.6797,1,0.869,Fair,4,Delayed,20.7,49,7900.0,Yes,10.4,Bad
20900.0,1387.97,6800.0,200.0,0.0096,2,0.369,Good,1,Delayed,34.4,53,4900.0,No,16.4,Good
185300.0,15357.43,11700.0,1600.0,0.0086,1,0.513,Fair,3,All Paid,11.9,67,600.0,No,16.8,Good
28900.0,2458.45,10300.0,7900.0,0.2734,4,0.485,Poor,1,Delayed,1.3,21,2200.0,Yes,1.6,Bad
58400.0,4791.48,16600.0,27900.0,0.4777,6,0.988,Poor,3,Mostly Paid,18.5,44,8500.0,No,16.5,Good
129800.0,11393.92,13000.0,54200.0,0.4176,0,0.532,Excellent,3,Mostly Paid,12.8,34,25500.0,No,12.2,Good
163100.0,13701.4,107100.0,4100.0,0.0251,5,0.105,Excellent,0,Mostly Paid,11.7,29,2700.0,No,5.5,Good
67600.0,5424.46,8100.0,60900.0,0.9009,5,0.773,Poor,3,All Paid,6.9,39,17000.0,No,11.6,Bad
74100.0,5707.65,13300.0,27000.0,0.3644,4,0.705,Poor,3,All Paid,15.0,34,12100.0,No,12.0,Good
92000.0,7734.72,7900.0,82200.0,0.8935,1,0.561,Fair,3,All Paid,6.4,27,14200.0,No,2.0,Good
231500.0,19140.54,142600.0,27700.0,0.1197,4,0.217,Good,2,All Paid,6.1,71,16500.0,No,11.5,Good
80000.0,6924.45,92700.0,28400.0,0.355,0,0.598,Fair,3,Mostly Paid,1.0,18,15000.0,Yes,0.5,Bad
73300.0,6053.36,49100.0,43200.0,0.5894,4,0.598,Good,2,Mostly Paid,7.7,39,900.0,No,7.0,Good
21000.0,1636.33,24400.0,3000.0,0.1429,1,0.632,Fair,3,Mostly Paid,4.9,43,800.0,Yes,20.6,Bad
25500.0,2007.95,12400.0,25600.0,1.0039,6,0.833,Good,5,Mostly Paid,20.2,73,7300.0,No,27.7,Bad
76000.0,6530.64,13800.0,7000.0,0.0921,2,0.544,Good,2,Defaulted,13.2,35,6400.0,Yes,8.4,Good
198900.0,16658.12,25500.0,22600.0,0.1136,6,0.164,Excellent,0,All Paid,3.1,67,17500.0,No,25.3,Good
151000.0,12934.52,56200.0,114600.0,0.7589,4,1.0,Poor,5,All Paid,6.8,31,7600.0,No,10.0,Bad
283300.0,23565.31,15800.0,120000.0,0.4236,1,0.677,Poor,3,Defaulted,41.3,64,33900.0,Yes,12.7,Bad
68800.0,5905.79,18000.0,6900.0,0.1003,5,0.426,Poor,3,Defaulted,19.4,46,1200.0,Yes,13.3,Bad
120800.0,10242.54,37100.0,5300.0,0.0439,2,0.112,Good,1,Mostly Paid,1.5,29,9100.0,No,3.5,Good
139300.0,11743.1,14500.0,59500.0,0.4271,6,0.788,Good,3,Defaulted,28.8,53,21400.0,Yes,23.3,Bad
87900.0,7223.03,35700.0,70000.0,0.7964,3,0.699,Fair,2,Defaulted,7.7,52,11500.0,No,22.5,Good
46900.0,4003.01,22100.0,12900.0,0.2751,0,0.487,Good,2,All Paid,40.6,69,75700.0,No,40.1,Good
61300.0,5088.88,6200.0,18500.0,0.3018,1,0.962,Fair,5,Mostly Paid,2.2,29,6500.0,Yes,5.0,Bad
146800.0,12208.63,23000.0,63400.0,0.4319,3,0.567,Fair,3,Delayed,7.5,24,14900.0,No,1.5,Bad
43000.0,3422.17,93200.0,2100.0,0.0488,1,0.286,Poor,1,Mostly Paid,6.7,46,6500.0,No,21.1,Good
187300.0,15184.27,17100.0,120000.0,0.6407,3,0.648,Good,3,Mostly Paid,12.0,28,8400.0,No,8.0,Good
37000.0,3333.01,18600.0,5000.0,0.1351,3,0.491,Fair,2,Mostly Paid,26.2,50,16000.0,No,8.7,Good
110000.0,9252.98,7400.0,32700.0,0.2973,1,0.459,Fair,3,Defaulted,3.0,23,19200.0,Yes,1.8,Bad
84700.0,6789.69,38400.0,16100.0,0.1901,1,0.59,Excellent,2,Defaulted,14.1,64,4100.0,Yes,15.0,Bad
110000.0,9310.21,71200.0,20800.0,0.1891,5,0.317,Fair,1,Defaulted,2.4,32,35200.0,Yes,6.2,Good
57400.0,5036.96,20200.0,20900.0,0.3641,2,0.492,Fair,1,Delayed,0.8,49,900.0,No,21.8,Good
195400.0,16438.87,14600.0,120000.0,0.6141,3,0.611,Excellent,3,Mostly Paid,2.0,68,158700.0,No,10.3,Good
85100.0,6913.34,114800.0,27500.0,0.3231,3,0.34,Fair,2,Mostly Paid,7.5,28,34600.0,No,6.5,Good
42100.0,3361.93,52800.0,20000.0,0.4751,3,0.743,Good,3,All Paid,26.3,75,7800.0,No,20.1,Good
86100.0,7065.42,34300.0,700.0,0.0081,6,0.349,Good,1,Defaulted,7.1,40,2500.0,No,5.5,Good
42000.0,3672.22,17800.0,21000.0,0.5,1,0.664,Fair,4,Defaulted,3.5,43,2500.0,Yes,8.8,Bad
42600.0,3645.79,13700.0,4600.0,0.108,2,0.386,Fair,3,Defaulted,33.3,51,3300.0,Yes,16.1,Bad
53200.0,4991.39,49000.0,2200.0,0.0414,4,0.359,Excellent,1,All Paid,28.4,63,3400.0,No,34.3,Good
144400.0,11705.16,30800.0,5200.0,0.036,2,0.186,Good,2,Mostly Paid,23.7,51,20400.0,No,18.4,Good
65100.0,5414.48,30700.0,22200.0,0.341,5,0.576,Excellent,2,Delayed,23.5,46,38200.0,No,15.2,Good
93800.0,7431.12,7700.0,120000.0,1.2793,2,0.68,Fair,2,Delayed,1.1,21,11500.0,No,0.7,Bad
52300.0,4477.66,30100.0,17200.0,0.3289,2,0.551,Good,4,Delayed,4.0,34,,No,2.6,Good
39900.0,3538.38,65600.0,3600.0,0.0902,5,0.374,Fair,1,Mostly Paid,2.6,52,9800.0,No,6.7,Good
221100.0,18713.42,107700.0,15100.0,0.0683,2,0.443,Fair,1,Delayed,1.8,30,91300.0,No,2.2,Good
80100.0,6712.7,8900.0,17900.0,0.2235,3,0.284,Good,2,Mostly Paid,22.1,58,1100.0,No,20.6,Good
196600.0,16000.67,39900.0,4000.0,0.0203,4,0.25,Fair,2,Mostly Paid,22.0,56,20900.0,No,16.3,Good
34800.0,2889.97,34400.0,5300.0,0.1523,6,0.455,Fair,3,Defaulted,12.0,32,11200.0,Yes,1.6,Bad
30300.0,2612.36,82400.0,10000.0,0.33,2,0.465,Poor,4,Mostly Paid,4.2,72,10700.0,No,19.0,Bad
145900.0,11957.3,53700.0,120000.0,0.8225,5,0.642,Fair,3,Delayed,29.4,46,,No,5.5,Good
94200.0,7797.0,122600.0,15700.0,0.1667,7,0.268,Good,2,Mostly Paid,20.9,46,23400.0,No,23.0,Good
33400.0,2527.92,117700.0,2200.0,0.0659,4,0.549,Excellent,2,Defaulted,8.5,28,2400.0,Yes,4.6,Bad
40400.0,3244.13,14000.0,20600.0,0.5099,4,0.899,Poor,4,Mostly Paid,5.3,69,6200.0,No,20.7,Good
124800.0,10582.49,50200.0,51000.0,0.4087,8,0.785,Poor,4,Defaulted,9.6,49,1300.0,Yes,17.6,Bad
59300.0,5077.7,31500.0,34900.0,0.5885,4,0.589,Good,2,Delayed,2.1,19,12800.0,No,0.7,Good
92200.0,7404.29,13500.0,6700.0,0.0727,2,0.267,Fair,4,Mostly Paid,38.6,64,15400.0,No,28.2,Good
44900.0,3600.67,12600.0,7000.0,0.1559,3,0.23,Good,1,Delayed,5.6,31,10400.0,No,10.3,Good
51200.0,4278.09,8000.0,61300.0,1.1973,2,0.778,Fair,4,Delayed,20.8,37,27800.0,Yes,9.0,Bad
300000.0,25045.3,60600.0,15500.0,0.0517,3,0.295,Good,4,Defaulted,20.0,39,70200.0,No,8.1,Good
38500.0,3075.75,18700.0,12900.0,0.3351,3,0.506,Poor,4,Defaulted,2.3,28,3500.0,Yes,5.1,Bad
65900.0,5586.96,73100.0,5400.0,0.0819,2,0.405,Excellent,1,All Paid,18.5,44,3400.0,No,14.1,Good
140900.0,11734.61,37800.0,29300.0,0.2079,2,0.603,Fair,2,Defaulted,1.9,20,54800.0,No,2.1,Good
37800.0,2634.67,44200.0,18300.0,0.4841,0,0.883,Fair,3,Defaulted,14.8,34,2100.0,Yes,6.4,Bad
54900.0,4460.67,17100.0,11000.0,0.2004,3,0.332,Fair,2,All Paid,3.5,61,2400.0,No,6.0,Good
82100.0,6721.62,26400.0,40300.0,0.4909,1,0.805,Fair,6,Defaulted,27.9,73,4300.0,No,30.3,Bad
62700.0,5360.65,23600.0,10500.0,0.1675,5,0.316,Fair,3,Delayed,11.1,45,9400.0,Yes,22.1,Good
60000.0,5139.21,14400.0,120000.0,2.0,4,0.896,Fair,3,Defaulted,5.9,46,,Yes,20.2,Bad
49300.0,3773.91,67500.0,8500.0,0.1724,3,0.602,Good,4,Mostly Paid,18.1,38,27900.0,No,13.2,Bad
77400.0,6537.69,39100.0,3800.0,0.0491,3,0.491,Poor,4,All Paid,35.5,64,53000.0,Yes,10.5,Good
83600.0,6951.87,6300.0,12900.0,0.1543,3,0.341,Poor,3,Delayed,14.9,33,61400.0,No,10.0,Good
88900.0,7433.62,65000.0,36200.0,0.4072,3,0.53,Good,2,Delayed,4.3,54,1200.0,No,5.8,Good
24700.0,1935.57,8900.0,14000.0,0.5668,2,0.843,Fair,5,Mostly Paid,12.5,37,14900.0,Yes,8.9,Good
84800.0,7054.3,23100.0,15700.0,0.1851,4,0.364,Good,2,Mostly Paid,6.3,23,101500.0,No,2.2,Good
219100.0,18488.4,34600.0,59300.0,0.2707,0,0.601,Fair,3,Delayed,18.0,36,125600.0,No,13.9,Good
70600.0,5905.77,5300.0,39500.0,0.5595,0,0.859,Poor,4,Delayed,29.8,74,16200.0,No,12.1,Bad
101700.0,8466.51,42000.0,51200.0,0.5034,1,0.742,Fair,3,Delayed,5.7,22,25100.0,No,3.3,Good
72900.0,5979.16,42700.0,23400.0,0.321,3,0.441,Poor,3,Mostly Paid,0.6,20,2400.0,No,0.5,Good
145400.0,12327.12,42000.0,73600.0,0.5062,2,0.855,Fair,3,Delayed,0.8,18,60800.0,No,0.6,Good
192500.0,15785.51,11200.0,49500.0,0.2571,3,0.707,Fair,4,Defaulted,47.4,75,2900.0,No,17.7,Good
33200.0,2606.27,15300.0,0.0,0.0,3,0.269,Good,1,Mostly Paid,26.4,55,3000.0,No,29.8,Good
57300.0,4507.36,14900.0,700.0,0.0122,5,0.292,Fair,4,Delayed,2.7,32,54700.0,No,8.6,Good
52400.0,4406.8,117700.0,61300.0,1.1698,6,0.859,Fair,3,Delayed,13.4,51,6300.0,No,10.8,Bad
53800.0,4719.28,7400.0,2500.0,0.0465,6,0.409,Good,1,Mostly Paid,35.1,52,2000.0,No,9.3,Good
28700.0,2325.91,24600.0,4500.0,0.1568,2,0.54,Good,2,Mostly Paid,38.1,66,20500.0,No,26.8,Good
129200.0,10552.79,76700.0,105200.0,0.8142,3,0.682,Fair,2,Delayed,15.1,42,107600.0,No,7.3,Good
22400.0,2193.96,56400.0,1500.0,0.067,4,0.4,Good,2,Mostly Paid,23.9,41,1400.0,No,5.5,Good
68800.0,5823.59,65500.0,38300.0,0.5567,4,0.665,Good,2,Mostly Paid,5.5,29,28000.0,No,6.6,Good
90500.0,7597.17,130500.0,46300.0,0.5116,6,0.835,Poor,4,Defaulted,7.7,35,9500.0,No,10.9,Bad
35100.0,2886.96,22100.0,45200.0,1.2877,2,0.61,Poor,3,Delayed,0.4,32,3900.0,Yes,4.0,Bad
173600.0,14600.47,18000.0,17200.0,0.0991,0,0.566,Good,2,Delayed,15.3,61,11100.0,No,20.9,Good
138500.0,11594.04,6100.0,15700.0,0.1134,2,0.339,Good,1,Mostly Paid,9.3,33,1800.0,No,9.0,Good
61400.0,5020.41,10700.0,43000.0,0.7003,2,0.828,Fair,3,Mostly Paid,9.8,44,4300.0,No,20.5,Good
54400.0,4470.57,33900.0,4400.0,0.0809,3,0.509,Excellent,2,Mostly Paid,1.6,25,1100.0,No,5.3,Good
37500.0,2921.02,11000.0,8900.0,0.2373,5,0.495,Good,1,Mostly Paid,8.9,63,19900.0,No,18.2,Good
105100.0,8529.42,51700.0,38700.0,0.3682,4,0.77,Fair,4,Defaulted,16.7,42,23300.0,Yes,17.3,Bad
29200.0,2374.0,6300.0,2800.0,0.0959,8,0.28,Excellent,1,Defaulted,10.6,34,13200.0,No,7.0,Good
